timestamp,demand_mw,region
2022-12-03 14:00:00,424497,US48
2022-12-03 15:00:00,438077,US48
2022-12-03 16:00:00,445707,US48
2022-12-03 17:00:00,448891,US48
2022-12-03 18:00:00,448619,US48
2022-12-03 19:00:00,446203,US48
2022-12-03 20:00:00,442443,US48
2022-12-03 21:00:00,439815,US48
2022-12-03 22:00:00,441768,US48
2022-12-03 23:00:00,452700,US48
2022-12-04 00:00:00,461572,US48
2022-12-04 01:00:00,462227,US48
2022-12-04 02:00:00,460197,US48
2022-12-04 03:00:00,454172,US48
2022-12-04 04:00:00,443542,US48
2022-12-04 05:00:00,429248,US48
2022-12-04 06:00:00,415709,US48
2022-12-04 07:00:00,406257,US48
2022-12-04 08:00:00,399084,US48
2022-12-04 09:00:00,395015,US48
2022-12-04 10:00:00,393675,US48
2022-12-04 11:00:00,396553,US48
2022-12-04 12:00:00,403671,US48
2022-12-04 13:00:00,415536,US48
2022-12-04 14:00:00,427431,US48
2022-12-04 15:00:00,434458,US48
2022-12-04 16:00:00,437158,US48
2022-12-04 17:00:00,437002,US48
2022-12-04 18:00:00,438070,US48
2022-12-04 19:00:00,438170,US48
2022-12-04 20:00:00,436248,US48
2022-12-04 21:00:00,437656,US48
2022-12-04 22:00:00,446442,US48
2022-12-04 23:00:00,465376,US48
2022-12-05 00:00:00,480184,US48
2022-12-05 01:00:00,484988,US48
2022-12-05 02:00:00,483289,US48
2022-12-05 03:00:00,475578,US48
2022-12-05 04:00:00,460629,US48
2022-12-05 05:00:00,443362,US48
2022-12-05 06:00:00,428229,US48
2022-12-05 07:00:00,417632,US48
2022-12-05 08:00:00,410849,US48
2022-12-05 09:00:00,408650,US48
2022-12-05 10:00:00,410565,US48
2022-12-05 11:00:00,423206,US48
2022-12-05 12:00:00,449922,US48
2022-12-05 13:00:00,474454,US48
2022-12-05 14:00:00,482626,US48
2022-12-05 15:00:00,481533,US48
2022-12-05 16:00:00,479836,US48
2022-12-05 17:00:00,478099,US48
2022-12-05 18:00:00,477308,US48
2022-12-05 19:00:00,475716,US48
2022-12-05 20:00:00,474874,US48
2022-12-05 21:00:00,476603,US48
2022-12-05 22:00:00,480913,US48
2022-12-05 23:00:00,493798,US48
2022-12-06 00:00:00,501795,US48
2022-12-06 01:00:00,503185,US48
2022-12-06 02:00:00,498444,US48
2022-12-06 03:00:00,486092,US48
2022-12-06 04:00:00,466484,US48
2022-12-06 05:00:00,444407,US48
2022-12-06 06:00:00,424598,US48
2022-12-06 07:00:00,410236,US48
2022-12-06 08:00:00,400322,US48
2022-12-06 09:00:00,394614,US48
2022-12-06 10:00:00,395789,US48
2022-12-06 11:00:00,403144,US48
2022-12-06 12:00:00,425376,US48
2022-12-06 13:00:00,448640,US48
2022-12-06 14:00:00,461088,US48
2022-12-06 15:00:00,467986,US48
2022-12-06 16:00:00,473466,US48
2022-12-06 17:00:00,475774,US48
2022-12-06 18:00:00,476387,US48
2022-12-06 19:00:00,475133,US48
2022-12-06 20:00:00,473947,US48
2022-12-06 21:00:00,472669,US48
2022-12-06 22:00:00,473523,US48
2022-12-06 23:00:00,485854,US48
2022-12-07 00:00:00,491535,US48
2022-12-07 01:00:00,491055,US48
2022-12-07 02:00:00,485408,US48
2022-12-07 03:00:00,474218,US48
2022-12-07 04:00:00,455931,US48
2022-12-07 05:00:00,434172,US48
2022-12-07 06:00:00,413234,US48
2022-12-07 07:00:00,398240,US48
2022-12-07 08:00:00,387581,US48
2022-12-07 09:00:00,381948,US48
2022-12-07 10:00:00,382620,US48
2022-12-07 11:00:00,389995,US48
2022-12-07 12:00:00,411152,US48
2022-12-07 13:00:00,435550,US48
2022-12-07 14:00:00,449124,US48
2022-12-07 15:00:00,458522,US48
2022-12-07 16:00:00,465344,US48
2022-12-07 17:00:00,469454,US48
2022-12-07 18:00:00,470381,US48
2022-12-07 19:00:00,467637,US48
2022-12-07 20:00:00,468635,US48
2022-12-07 21:00:00,467325,US48
2022-12-07 22:00:00,469874,US48
2022-12-07 23:00:00,479832,US48
2022-12-08 00:00:00,486358,US48
2022-12-08 01:00:00,487813,US48
2022-12-08 02:00:00,482215,US48
2022-12-08 03:00:00,471876,US48
2022-12-08 04:00:00,454178,US48
2022-12-08 05:00:00,432253,US48
2022-12-08 06:00:00,413726,US48
2022-12-08 07:00:00,399777,US48
2022-12-08 08:00:00,389005,US48
2022-12-08 09:00:00,384053,US48
2022-12-08 10:00:00,384081,US48
2022-12-08 11:00:00,393758,US48
2022-12-08 12:00:00,416016,US48
2022-12-08 13:00:00,438857,US48
2022-12-08 14:00:00,451149,US48
2022-12-08 15:00:00,458889,US48
2022-12-08 16:00:00,463749,US48
2022-12-08 17:00:00,467213,US48
2022-12-08 18:00:00,468187,US48
2022-12-08 19:00:00,468264,US48
2022-12-08 20:00:00,469207,US48
2022-12-08 21:00:00,469862,US48
2022-12-08 22:00:00,475097,US48
2022-12-08 23:00:00,484622,US48
2022-12-09 00:00:00,490682,US48
2022-12-09 01:00:00,491154,US48
2022-12-09 02:00:00,485594,US48
2022-12-09 03:00:00,475823,US48
2022-12-09 04:00:00,458487,US48
2022-12-09 05:00:00,437846,US48
2022-12-09 06:00:00,418422,US48
2022-12-09 07:00:00,404506,US48
2022-12-09 08:00:00,394275,US48
2022-12-09 09:00:00,389517,US48
2022-12-09 10:00:00,390038,US48
2022-12-09 11:00:00,399277,US48
2022-12-09 12:00:00,420611,US48
2022-12-09 13:00:00,444981,US48
2022-12-09 14:00:00,457055,US48
2022-12-09 15:00:00,463176,US48
2022-12-09 16:00:00,466286,US48
2022-12-09 17:00:00,466631,US48
2022-12-09 18:00:00,465424,US48
2022-12-09 19:00:00,464226,US48
2022-12-09 20:00:00,463942,US48
2022-12-09 21:00:00,464114,US48
2022-12-09 22:00:00,468720,US48
2022-12-09 23:00:00,480053,US48
2022-12-10 00:00:00,485048,US48
2022-12-10 01:00:00,482921,US48
2022-12-10 02:00:00,477133,US48
2022-12-10 03:00:00,468143,US48
2022-12-10 04:00:00,453458,US48
2022-12-10 05:00:00,436402,US48
2022-12-10 06:00:00,420000,US48
2022-12-10 07:00:00,407924,US48
2022-12-10 08:00:00,398839,US48
2022-12-10 09:00:00,392347,US48
2022-12-10 10:00:00,389277,US48
2022-12-10 11:00:00,391200,US48
2022-12-10 12:00:00,398730,US48
2022-12-10 13:00:00,410802,US48
2022-12-10 14:00:00,424382,US48
2022-12-10 15:00:00,436020,US48
2022-12-10 16:00:00,441427,US48
2022-12-10 17:00:00,444103,US48
2022-12-10 18:00:00,445463,US48
2022-12-10 19:00:00,444367,US48
2022-12-10 20:00:00,444374,US48
2022-12-10 21:00:00,445915,US48
2022-12-10 22:00:00,450559,US48
2022-12-10 23:00:00,459858,US48
2022-12-11 00:00:00,463741,US48
2022-12-11 01:00:00,462716,US48
2022-12-11 02:00:00,458041,US48
2022-12-11 03:00:00,450252,US48
2022-12-11 04:00:00,438045,US48
2022-12-11 05:00:00,423680,US48
2022-12-11 06:00:00,408258,US48
2022-12-11 07:00:00,396521,US48
2022-12-11 08:00:00,387184,US48
2022-12-11 09:00:00,382116,US48
2022-12-11 10:00:00,379593,US48
2022-12-11 11:00:00,379506,US48
2022-12-11 12:00:00,384437,US48
2022-12-11 13:00:00,393850,US48
2022-12-11 14:00:00,408583,US48
2022-12-11 15:00:00,421704,US48
2022-12-11 16:00:00,431245,US48
2022-12-11 17:00:00,435781,US48
2022-12-11 18:00:00,438922,US48
2022-12-11 19:00:00,439953,US48
2022-12-11 20:00:00,439390,US48
2022-12-11 21:00:00,439979,US48
2022-12-11 22:00:00,447429,US48
2022-12-11 23:00:00,461245,US48
2022-12-12 00:00:00,472182,US48
2022-12-12 01:00:00,475537,US48
2022-12-12 02:00:00,472356,US48
2022-12-12 03:00:00,462267,US48
2022-12-12 04:00:00,446683,US48
2022-12-12 05:00:00,428365,US48
2022-12-12 06:00:00,413518,US48
2022-12-12 07:00:00,402240,US48
2022-12-12 08:00:00,394451,US48
2022-12-12 09:00:00,390821,US48
2022-12-12 10:00:00,392384,US48
2022-12-12 11:00:00,402754,US48
2022-12-12 12:00:00,430453,US48
2022-12-12 13:00:00,457059,US48
2022-12-12 14:00:00,471365,US48
2022-12-12 15:00:00,477156,US48
2022-12-12 16:00:00,481808,US48
2022-12-12 17:00:00,482174,US48
2022-12-12 18:00:00,480945,US48
2022-12-12 19:00:00,479254,US48
2022-12-12 20:00:00,476102,US48
2022-12-12 21:00:00,475279,US48
2022-12-12 22:00:00,481346,US48
2022-12-12 23:00:00,495499,US48
2022-12-13 00:00:00,506111,US48
2022-12-13 01:00:00,509028,US48
2022-12-13 02:00:00,506294,US48
2022-12-13 03:00:00,496175,US48
2022-12-13 04:00:00,478639,US48
2022-12-13 05:00:00,458696,US48
2022-12-13 06:00:00,441703,US48
2022-12-13 07:00:00,430273,US48
2022-12-13 08:00:00,422139,US48
2022-12-13 09:00:00,417891,US48
2022-12-13 10:00:00,419666,US48
2022-12-13 11:00:00,431164,US48
2022-12-13 12:00:00,455401,US48
2022-12-13 13:00:00,480181,US48
2022-12-13 14:00:00,490852,US48
2022-12-13 15:00:00,493285,US48
2022-12-13 16:00:00,493173,US48
2022-12-13 17:00:00,491443,US48
2022-12-13 18:00:00,488120,US48
2022-12-13 19:00:00,485217,US48
2022-12-13 20:00:00,482872,US48
2022-12-13 21:00:00,482359,US48
2022-12-13 22:00:00,487515,US48
2022-12-13 23:00:00,502099,US48
2022-12-14 00:00:00,512284,US48
2022-12-14 01:00:00,516420,US48
2022-12-14 02:00:00,514070,US48
2022-12-14 03:00:00,504756,US48
2022-12-14 04:00:00,486278,US48
2022-12-14 05:00:00,465854,US48
2022-12-14 06:00:00,448438,US48
2022-12-14 07:00:00,436181,US48
2022-12-14 08:00:00,427437,US48
2022-12-14 09:00:00,423561,US48
2022-12-14 10:00:00,424193,US48
2022-12-14 11:00:00,433128,US48
2022-12-14 12:00:00,457913,US48
2022-12-14 13:00:00,481536,US48
2022-12-14 14:00:00,492349,US48
2022-12-14 15:00:00,495068,US48
2022-12-14 16:00:00,495890,US48
2022-12-14 17:00:00,493195,US48
2022-12-14 18:00:00,490288,US48
2022-12-14 19:00:00,487586,US48
2022-12-14 20:00:00,483977,US48
2022-12-14 21:00:00,484048,US48
2022-12-14 22:00:00,488333,US48
2022-12-14 23:00:00,500425,US48
2022-12-15 00:00:00,509327,US48
2022-12-15 01:00:00,512707,US48
2022-12-15 02:00:00,509889,US48
2022-12-15 03:00:00,501241,US48
2022-12-15 04:00:00,483301,US48
2022-12-15 05:00:00,463224,US48
2022-12-15 06:00:00,445289,US48
2022-12-15 07:00:00,432929,US48
2022-12-15 08:00:00,424499,US48
2022-12-15 09:00:00,420166,US48
2022-12-15 10:00:00,422060,US48
2022-12-15 11:00:00,434019,US48
2022-12-15 12:00:00,457960,US48
2022-12-15 13:00:00,485537,US48
2022-12-15 14:00:00,501870,US48
2022-12-15 15:00:00,509379,US48
2022-12-15 16:00:00,510902,US48
2022-12-15 17:00:00,508232,US48
2022-12-15 18:00:00,502069,US48
2022-12-15 19:00:00,496082,US48
2022-12-15 20:00:00,490995,US48
2022-12-15 21:00:00,486879,US48
2022-12-15 22:00:00,487309,US48
2022-12-15 23:00:00,497512,US48
2022-12-16 00:00:00,507407,US48
2022-12-16 01:00:00,511586,US48
2022-12-16 02:00:00,512880,US48
2022-12-16 03:00:00,505644,US48
2022-12-16 04:00:00,492113,US48
2022-12-16 05:00:00,472425,US48
2022-12-16 06:00:00,455139,US48
2022-12-16 07:00:00,443496,US48
2022-12-16 08:00:00,437359,US48
2022-12-16 09:00:00,434685,US48
2022-12-16 10:00:00,437212,US48
2022-12-16 11:00:00,449247,US48
2022-12-16 12:00:00,473254,US48
2022-12-16 13:00:00,500378,US48
2022-12-16 14:00:00,513309,US48
2022-12-16 15:00:00,514324,US48
2022-12-16 16:00:00,511178,US48
2022-12-16 17:00:00,505198,US48
2022-12-16 18:00:00,497712,US48
2022-12-16 19:00:00,490890,US48
2022-12-16 20:00:00,485444,US48
2022-12-16 21:00:00,480871,US48
2022-12-16 22:00:00,483332,US48
2022-12-16 23:00:00,495726,US48
2022-12-17 00:00:00,505940,US48
2022-12-17 01:00:00,508806,US48
2022-12-17 02:00:00,507897,US48
2022-12-17 03:00:00,502440,US48
2022-12-17 04:00:00,490414,US48
2022-12-17 05:00:00,475704,US48
2022-12-17 06:00:00,460656,US48
2022-12-17 07:00:00,449821,US48
2022-12-17 08:00:00,442731,US48
2022-12-17 09:00:00,438829,US48
2022-12-17 10:00:00,437850,US48
2022-12-17 11:00:00,442451,US48
2022-12-17 12:00:00,453035,US48
2022-12-17 13:00:00,468634,US48
2022-12-17 14:00:00,482386,US48
2022-12-17 15:00:00,488793,US48
2022-12-17 16:00:00,488682,US48
2022-12-17 17:00:00,484325,US48
2022-12-17 18:00:00,478281,US48
2022-12-17 19:00:00,470607,US48
2022-12-17 20:00:00,465305,US48
2022-12-17 21:00:00,461390,US48
2022-12-17 22:00:00,465734,US48
2022-12-17 23:00:00,479835,US48
2022-12-18 00:00:00,492136,US48
2022-12-18 01:00:00,497987,US48
2022-12-18 02:00:00,499235,US48
2022-12-18 03:00:00,496789,US48
2022-12-18 04:00:00,488563,US48
2022-12-18 05:00:00,476143,US48
2022-12-18 06:00:00,464117,US48
2022-12-18 07:00:00,455172,US48
2022-12-18 08:00:00,449382,US48
2022-12-18 09:00:00,446415,US48
2022-12-18 10:00:00,447188,US48
2022-12-18 11:00:00,451909,US48
2022-12-18 12:00:00,463079,US48
2022-12-18 13:00:00,478382,US48
2022-12-18 14:00:00,492141,US48
2022-12-18 15:00:00,494849,US48
2022-12-18 16:00:00,489020,US48
2022-12-18 17:00:00,481433,US48
2022-12-18 18:00:00,473640,US48
2022-12-18 19:00:00,468030,US48
2022-12-18 20:00:00,462610,US48
2022-12-18 21:00:00,458829,US48
2022-12-18 22:00:00,467178,US48
2022-12-18 23:00:00,488071,US48
2022-12-19 00:00:00,507697,US48
2022-12-19 01:00:00,516460,US48
2022-12-19 02:00:00,519806,US48
2022-12-19 03:00:00,516182,US48
2022-12-19 04:00:00,504966,US48
2022-12-19 05:00:00,489445,US48
2022-12-19 06:00:00,478122,US48
2022-12-19 07:00:00,469403,US48
2022-12-19 08:00:00,465449,US48
2022-12-19 09:00:00,463512,US48
2022-12-19 10:00:00,467689,US48
2022-12-19 11:00:00,482912,US48
2022-12-19 12:00:00,509231,US48
2022-12-19 13:00:00,535055,US48
2022-12-19 14:00:00,546484,US48
2022-12-19 15:00:00,544965,US48
2022-12-19 16:00:00,540364,US48
2022-12-19 17:00:00,533033,US48
2022-12-19 18:00:00,526060,US48
2022-12-19 19:00:00,519147,US48
2022-12-19 20:00:00,514709,US48
2022-12-19 21:00:00,511773,US48
2022-12-19 22:00:00,517172,US48
2022-12-19 23:00:00,532956,US48
2022-12-20 00:00:00,544226,US48
2022-12-20 01:00:00,547779,US48
2022-12-20 02:00:00,544957,US48
2022-12-20 03:00:00,535576,US48
2022-12-20 04:00:00,518344,US48
2022-12-20 05:00:00,497030,US48
2022-12-20 06:00:00,478717,US48
2022-12-20 07:00:00,466006,US48
2022-12-20 08:00:00,457666,US48
2022-12-20 09:00:00,454245,US48
2022-12-20 10:00:00,455909,US48
2022-12-20 11:00:00,468409,US48
2022-12-20 12:00:00,490720,US48
2022-12-20 13:00:00,514466,US48
2022-12-20 14:00:00,526545,US48
2022-12-20 15:00:00,528997,US48
2022-12-20 16:00:00,526742,US48
2022-12-20 17:00:00,522378,US48
2022-12-20 18:00:00,515491,US48
2022-12-20 19:00:00,508513,US48
2022-12-20 20:00:00,503802,US48
2022-12-20 21:00:00,502067,US48
2022-12-20 22:00:00,506447,US48
2022-12-20 23:00:00,521926,US48
2022-12-21 00:00:00,535652,US48
2022-12-21 01:00:00,541254,US48
2022-12-21 02:00:00,540760,US48
2022-12-21 03:00:00,534140,US48
2022-12-21 04:00:00,519894,US48
2022-12-21 05:00:00,501682,US48
2022-12-21 06:00:00,487148,US48
2022-12-21 07:00:00,476329,US48
2022-12-21 08:00:00,469776,US48
2022-12-21 09:00:00,466861,US48
2022-12-21 10:00:00,469045,US48
2022-12-21 11:00:00,482768,US48
2022-12-21 12:00:00,507782,US48
2022-12-21 13:00:00,532642,US48
2022-12-21 14:00:00,544656,US48
2022-12-21 15:00:00,542887,US48
2022-12-21 16:00:00,536758,US48
2022-12-21 17:00:00,527555,US48
2022-12-21 18:00:00,517839,US48
2022-12-21 19:00:00,510075,US48
2022-12-21 20:00:00,505046,US48
2022-12-21 21:00:00,503327,US48
2022-12-21 22:00:00,506824,US48
2022-12-21 23:00:00,521101,US48
2022-12-22 00:00:00,532355,US48
2022-12-22 01:00:00,537135,US48
2022-12-22 02:00:00,536096,US48
2022-12-22 03:00:00,529933,US48
2022-12-22 04:00:00,515898,US48
2022-12-22 05:00:00,498196,US48
2022-12-22 06:00:00,480636,US48
2022-12-22 07:00:00,466484,US48
2022-12-22 08:00:00,456148,US48
2022-12-22 09:00:00,451776,US48
2022-12-22 10:00:00,452411,US48
2022-12-22 11:00:00,462429,US48
2022-12-22 12:00:00,482181,US48
2022-12-22 13:00:00,503267,US48
2022-12-22 14:00:00,518893,US48
2022-12-22 15:00:00,530649,US48
2022-12-22 16:00:00,539529,US48
2022-12-22 17:00:00,541796,US48
2022-12-22 18:00:00,541807,US48
2022-12-22 19:00:00,540190,US48
2022-12-22 20:00:00,538274,US48
2022-12-22 21:00:00,537599,US48
2022-12-22 22:00:00,541539,US48
2022-12-22 23:00:00,553901,US48
2022-12-23 00:00:00,565553,US48
2022-12-23 01:00:00,571508,US48
2022-12-23 02:00:00,571054,US48
2022-12-23 03:00:00,566282,US48
2022-12-23 04:00:00,555295,US48
2022-12-23 05:00:00,541344,US48
2022-12-23 06:00:00,527603,US48
2022-12-23 07:00:00,518641,US48
2022-12-23 08:00:00,511942,US48
2022-12-23 09:00:00,510282,US48
2022-12-23 10:00:00,514548,US48
2022-12-23 11:00:00,524471,US48
2022-12-23 12:00:00,542256,US48
2022-12-23 13:00:00,563220,US48
2022-12-23 14:00:00,581846,US48
2022-12-23 15:00:00,594942,US48
2022-12-23 16:00:00,603604,US48
2022-12-23 17:00:00,602695,US48
2022-12-23 18:00:00,598114,US48
2022-12-23 19:00:00,591981,US48
2022-12-23 20:00:00,587835,US48
2022-12-23 21:00:00,587626,US48
2022-12-23 22:00:00,597751,US48
2022-12-23 23:00:00,618456,US48
2022-12-24 00:00:00,633527,US48
2022-12-24 01:00:00,637561,US48
2022-12-24 02:00:00,637757,US48
2022-12-24 03:00:00,633403,US48
2022-12-24 04:00:00,624114,US48
2022-12-24 05:00:00,610687,US48
2022-12-24 06:00:00,600459,US48
2022-12-24 07:00:00,591403,US48
2022-12-24 08:00:00,584763,US48
2022-12-24 09:00:00,581947,US48
2022-12-24 10:00:00,581680,US48
2022-12-24 11:00:00,585621,US48
2022-12-24 12:00:00,590641,US48
2022-12-24 13:00:00,601006,US48
2022-12-24 14:00:00,612281,US48
2022-12-24 15:00:00,615608,US48
2022-12-24 16:00:00,611155,US48
2022-12-24 17:00:00,600466,US48
2022-12-24 18:00:00,586849,US48
2022-12-24 19:00:00,572442,US48
2022-12-24 20:00:00,559541,US48
2022-12-24 21:00:00,553580,US48
2022-12-24 22:00:00,555127,US48
2022-12-24 23:00:00,566338,US48
2022-12-25 00:00:00,579548,US48
2022-12-25 01:00:00,584261,US48
2022-12-25 02:00:00,585350,US48
2022-12-25 03:00:00,583126,US48
2022-12-25 04:00:00,575885,US48
2022-12-25 05:00:00,565758,US48
2022-12-25 06:00:00,555245,US48
2022-12-25 07:00:00,548809,US48
2022-12-25 08:00:00,543400,US48
2022-12-25 09:00:00,540382,US48
2022-12-25 10:00:00,541999,US48
2022-12-25 11:00:00,544637,US48
2022-12-25 12:00:00,552962,US48
2022-12-25 13:00:00,565847,US48
2022-12-25 14:00:00,574112,US48
2022-12-25 15:00:00,566594,US48
2022-12-25 16:00:00,550508,US48
2022-12-25 17:00:00,532973,US48
2022-12-25 18:00:00,516025,US48
2022-12-25 19:00:00,500251,US48
2022-12-25 20:00:00,487276,US48
2022-12-25 21:00:00,480736,US48
2022-12-25 22:00:00,484386,US48
2022-12-25 23:00:00,499140,US48
2022-12-26 00:00:00,517266,US48
2022-12-26 01:00:00,529065,US48
2022-12-26 02:00:00,535434,US48
2022-12-26 03:00:00,537481,US48
2022-12-26 04:00:00,532646,US48
2022-12-26 05:00:00,523620,US48
2022-12-26 06:00:00,515788,US48
2022-12-26 07:00:00,510352,US48
2022-12-26 08:00:00,507067,US48
2022-12-26 09:00:00,505380,US48
2022-12-26 10:00:00,508088,US48
2022-12-26 11:00:00,514923,US48
2022-12-26 12:00:00,527015,US48
2022-12-26 13:00:00,539759,US48
2022-12-26 14:00:00,546617,US48
